company_name_id,company_name,url,year_founded,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated
investormill,Investormill,www.investormill.com,2012,New York,NY,us,10003,1-10,Private,Finance & Investment,"Database licensing, Subscriptions",Business to Business,,Investormill makes economic and financial data approachable to everyone. We do this by curating the most important components and delivering the data via an easy to use interface. We price in a way that is accessible for either one-time or recurring usage.,Investormill makes it simple to find and chart economic and financial data.,11-50,,,[],,2014-11-12 15:03:09.807679
iodine,Iodine,www.iodine.com,2013,San Francisco,CA,us,94107,1-10,Private,Healthcare,Not provided by company,Business to Consumer,,"Iodine combines large healthcare datasets with a user's individual needs and background to create a personalized resource for better understanding and decision-making about health. We believe that too much information offered to patients today is generic, anecdotal, and out-of-date. We believe that data science can create better information that will improve adherence, enhance behavior, and make people more confident about their health.",Iodine combines large healthcare datasets with a user's individual needs and background to create a personalized resource for better understanding and decision-making about health.,11-50,,,[],,2014-11-12 17:01:43.546722
iphix,IPHIX,iphix.net,2004,Falls Church,VA,us,22046,1-10,Private,Data/Technology,"Software licensing, Consulting Services","Business to Business, Business to Government",,"IPHIX uses data standards as enablers of cost savings and greater efficiencies in the collection and dissemination of public information and within an organization's internal environment. Our experience is derived from standardization projects based on the use of the Extensible Business Reporting Language (XBRL) within cross agency governmental projects, individual governmental agencies, commercial enterprises and other non-governmental entities, in the US and globally.",IPHIX is an IT consultancy in the area of business data standardization.,1-10,,,[],"Average revenues between US $300K and US$500K. Our key partners are Fujitsu, Altova GMBH, PwC.",2014-11-12 18:19:19.506898
irecycle,iRecycle,http://earth911.com/irecycle/,2009,Scotsdale,AZ,us,85257,1-10,Public,Environment & Weather,Not reported by company,Business to Business,,"iRecycle can tell you how, where and when to recycle just about anything. Using your current location, ZIP code, address or city, get access to vital details for collection points, such as Web site, phone number, directions, hours of operation and other materials collected.",iRecycle provides access to more than 1.5 million ways to recycle plus the latest in green news and ideas to match individuals' lifestyle.,NA,,,[],,2014-11-12 17:15:23.352613
itriage,iTriage,itriagehealth.com,2008,Denver,CO,us,80202,51-200,Public,Healthcare,"Lead generation to other businesses, Subscriptions","Business to Business, Business to Consumer",,"iTriage LLC, an Aetna subsidiary headquartered in Denver, CO, is a global health care technology company founded in 2008 by two emergency medicine physicians. The company's platform and mobile/web applications offer a proprietary Symptom-to-Provider pathway that empowers people to make better health care decisions. iTriage helps people answer the two most common medical questions: ""What could be wrong?"" and ""Where could I go for treatment?"" The free iTriage mobile app may be downloaded through the iTunes App store or Google Play Market, or customers may use the iTriage website at www.iTriageHealth.com. In addition, thousands of health care providers already use the iTriage platform to reach more consumers and increase patient engagement.",iTriage is a free mobile app and website that helps people make better health care decisions and take charge of their health.,NA,,,[],,2014-11-12 18:13:08.179395
ives-group-inc,IVES Group Inc,http://auditanalytics.com/,2000,Sutton,MA,us,01590,11-50,Private,Data/Technology,"Database licensing, Subscriptions",Business to Business,,"Audit Analytics is an independent provider of audit, regulatory and disclosure intelligence. Audit Analytics’ comprehensive research is used daily around the world by the accounting, investment and legal communities for market intelligence, due diligence, compliance monitoring and trending.","Audit Analytics is an independent research provider of audit, regulatory and disclosure intelligence.",1-10,,,[],We are a privately held company with no outside investors.,2014-11-12 17:15:43.940867
iw-financial,IW Financial,http://info.iwfinancial.com,2001,Portland,ME,us,04102,11-50,Private,Finance & Investment,Not reported by company,Business to Business,,"IW Financial works closely with clients on guideline development, compliance, UN PRI implementation, portfolio customization, engagement, benchmarking, and product development. IW Financial’s research team produces data on more than 3,000 U.S. publicly traded companies covering more than 1,000 discrete data elements. IW Financial’s in-house research on more than 6000 global companies is available through IW Financial’s patented Workstation platform.","IW Financial is a provider of environmental risk assessment, social responsibility, and corporate governance research for investors.",NA,Environment,,[],,2014-10-16 15:57:14.203433
jj-keller,JJ Keller,http://www.jjkeller.com,1953,Neenah,WI,us,54957,"1,001-5,000",Private,Business & Legal Services,Not reported by company,Business to Business,,"J. J. Keller & Associates, Inc. helps businesses, large and small, deal with the complex and constantly evolving regulations that affect their operations daily. We offer more than 12,000 products and services to help customers meet their safety needs and comply with regulations enforced by DOT, OSHA, EPA, FDA and 300 state agencies. As a source for safety and compliance solutions, we stay on top of new regulations and industry needs and respond with timely, carefully prepared solutions for the transport, workplace, human resources, food and construction markets.",J.J. Keller helps businesses deal with the complex and constantly evolving government regulations that affect their operations every day.,NA,Health/Healthcare,,[],,2014-10-16 16:31:05.422893
jp-morgan-chase,J.P. Morgan Chase,http://www.jpmorganchase.com/corporate/Home/home.htm,1799,New York,NY,us,10017,"10,001+",Public,Finance & Investment,Not reported by company,"Business to Business, Business to Consumer, Business to Government",,"J.P. Morgan Chase is a global financial services firm and a banking institution in the United States, with global operations. The company is engaged in investment banking, financial services for consumers and small businesses, commercial banking, financial transaction processing, asset management and private equity.","J.P. Morgan Chase offers investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset management and private equity.",NA,Finance,,[],,2014-10-16 15:58:48.921743
junar-inc,"Junar, Inc.",www.Junar.com,2010,McKinney,TX,us,75070,1-10,Private,Data/Technology,Software licensing,"Business to Business, Business to Government, academia",,"Junar is a leading supplier of cloud-based software that streamlines the process for data-rich organizations to publish Open Data in the fastest and most cost effective manner. Once published, our platform enables data consumers to easily view, download, analyze and share the data. We enable clients in both the public and private sectors to achieve their strategic data sharing initiatives and fuel innovative, third-party applications.",Our products streamline the process for data-rich organizations to publish Open Data while enabling data consumers with easy access and use.,101+,,,[],$1.4M invested to date; annual revenue ~$1M USD,2014-11-12 14:47:56.005396
junyo,Junyo,http://junyo.com,2011,Menlo Park,CA,us,94025,11-50,Private,Education,"Data analysis for clients, Database licensing","Business to Business, Business to Government",,"Junyo develops data-centric solutions with the power to improve efficiencies and learning processes within the education system. We deliver innovative solutions that provide market intelligence and help make sense of the enormous amount of data available to schools, teachers and students. Our ultimate goal is to improve learning by helping ensure the right content and materials are delivered to the right schools and students at the right time.",Junyo leverages the power of data and analytics to improve learning processes.,NA,,,[],"We are a Silicon Valley start up.  We launched our EdLights market intelligence platform in summer 2013. 

 Investors include NewSchools Venture Fund, Kapor Capital, and Learn Capital.",2014-11-12 14:22:00.191865
jurispect,Jurispect,jurispect.com,2013,Mountain View,CA,us,94043,1-10,Private,Business & Legal Services,"Subscriptions, User fees for web or mobile access",Business to Business,,"Jurispect enables companies to make data-driven legal decisions. Jurispect's software service tailors regulatory and legal updates to each user's interests. It provides customized risk metrics and analytics for every rule and issue. With Jurispect legal intelligence, companies know exactly where to focus their legal and compliance efforts.",Jurispect is a startup company in beta phase.,101+,,,[],We are a startup entering the beta testing phase. We will be raising a seed round of funding over the next few months.,2014-11-12 15:08:20.519819
kaiser-permanante,Kaiser Permanante,https://healthy.kaiserpermanente.org/html/kaiser/index.shtml,1945,Oakland,CA,us,94612,"10,001+",Nonprofit,Healthcare,Not reported by company,Business to Consumer,,"Kaiser's mission is to improve the health of its members and the communities it serves, by creating safe, healthy environments and providing care and coverage for all. It offers nonprofit healthcare plans, and provides preventive care, well-baby and prenatal care, immunizations, emergency care, screening diagnostics, hospital and medical, and pharmacy services. It offers its services in California, Colorado, Georgia, Hawaii, Ohio, Oregon, Washington, and the District of Columbia.",Kaiser Permanente is a health care and not-for-profit health plan provider.,NA,Geospatial/Mapping,,[],,2014-10-16 16:33:08.102699
karmadata,karmadata,www.karmadata.com,2011,Hingham,MA,us,02043,1-10,Private,Healthcare,Subscriptions,"Business to Business, Business to Consumer",,"karmadata is healthcare (big) data, simplified. The karmadata team is on a mission to change the way businesses and consumers obtain and interact with healthcare information. Using big data and cloud technologies, karmadata standardizes and links the world’s healthcare data ranging from leading open data sources to private pharmacy and medical claims. Our users then follow items of interest (such as diseases, drugs, physicians, or corporations) through a real time Feed, create impactful visualizations through their Datacards, or subscribe to any application in our App Gallery.","karmadata is healthcare (big) data, simplified. We offer a collection of the world's healthcare data that is live, visual, and linked.",51-100,,,[],"karmadata is self-funded (by founder), with no outside investment to date; still in start-up/bootstrap phase.",2014-11-20 12:49:35.034128
keychain-logistics-corp,Keychain Logistics Corp.,www.keychainlogistics.com,2012,San Francisco,CA,us,94107,1-10,Private,Transportation,"Data analysis for clients, Database licensing, Online Marketplace","Business to Business, Business to Consumer",,"Keychain Logistics is a software marketplace that directly connects companies shipping products with independent semi-truck owner-operators. Our platform effectively cuts out the traditional third-party logistics brokerage process by virtue of a software enabled network of virtual carriers (trucks on the go in our network). We understand where trucks in our network are at any given moment, their capacity, and if they would be an ideal match for a company shipping.",Keychain Logistics is an online marketplace to create efficiency and safety in the truck-based logistics brokerage business.,1-10,,,[],"Sorry, we don't disclose our financials.",2014-11-12 14:35:03.806239
kidadmit-inc,"KidAdmit, Inc.",www.kidadmit.com,2012,San Francisco,CA,us,94107,1-10,Private,Education,not reported by company,Business to Consumer,,Kid Admit is a way to apply to multiple San Francisco preschools online and help parents manage the preschool admission process by keeping them on top of important admission dates and deadlines.,KidAdmit is the first preschool admissions solution that directly connects parents and schools through an electronic application. ,NA,,,[],,2014-10-21 14:40:11.924063
kimono-labs,Kimono Labs,kimonolabs.com,2014,San Francisco,CA,us,94110,1-10,Private,Data/Technology,"No revenue, investors",,,"Our mission is to API-ify the web. 

Kimono lets you build - analyses, visualizations, websites, smartphone and wearable apps, etc., - without worrying about getting the data you need. We do this by replacing web crawling and manual data entry - letting anyone extract and organize data from all across the web into APIs.","Kimono turns unstructured data on websites into APIs without writing any code - transforming data into structured, manipulable data sets.",51-100,,,[],"We are an early stage start-up, founded in January 2014 in Y-Combinator's Winter 2014 batch. As such we have no revenue to date but have funding from venture capital and angel investors.",2014-07-01 21:15:31.886680
kld-research,KLD Research,http://www.msci.com/products/esg/#,1988,New York,NY,us,10005,51-200,Private,Finance & Investment,Not reported by company,Business to Business,,"KLD is an independent research firm providing sustainability research and indexes: clients use KLD to integrate environmental, social and governance (ESG) criteria into investment decisions. It is part of RiskMetrics Group as of 2009.","KLD is an independent research firm providing sustainability research and indexes: clients use KLD to integrate environmental, social and governance (ESG) criteria into investment decisions.",NA,Environment,,[],,2014-10-21 14:42:28.228919
knoema,Knoema,http://knoema.com/,2011,Washington,DC,us,20000,51-200,Private,Data/Technology,Not reported by company,Business to Consumer,,"Knoema is a knowledge platform. The basic idea is to connect data with analytical and presentation tools. As a result, we end with one uniformed platform for users to access, present and share data-driven content. Within Knoema, we capture most aspects of a typical data use cycle: accessing data from multiple sources, bringing relevant indicators into a common space, visualizing figures, applying analytical functions, creating a set of dashboards, and presenting the outcome.",Knoema is a knowledge platform used to connect data with analytical and presentation tools.,101+,,,[],,2014-10-21 14:46:57.869318
knowledge-agency,Knowledge Agency,http://www.knowledgeagency.com/,1989,New York,NY,us,10001,NA,,Research & Consulting,Not reported by company,,,"The Knowledge Agency (TKA) operates in the fields of Strategic Intelligence (SI) and Intelligence Management (IM). We employ research and analytics to help our clients identify, measure, and manage opportunities for, and threats to, their competitiveness and value-production. TKA serves firms in health care; consumer products; information and media; financial and professional services; and government agencies.","The Knowledge Agency employs research and analytics to help our clients identify, measure, and manage opportunities for, and threats to, their competitiveness and value-production.",NA,,,[],,2014-10-21 14:54:02.497002
kpmg,KPMG,http://www.kpmg.com,1987,New York,NY,us,10154,"10,001+",Partnership,Business & Legal Services,Not reported by company,Business to Business,,"KPMG is a global network of professional firms providing Audit, Tax and Advisory services.","KPMG is a global network of professional firms providing Audit, Tax and Advisory services.",101+,,,[],,2014-10-21 14:56:37.278062
kroll-bond-ratings-agency,Kroll Bond Ratings Agency,https://www.krollbondratings.com/,2010,New York,NY,us,10022,51-200,Private,Finance & Investment,Not reported by company,Business to Business,,"Kroll Bond Rating Agency, a Nationally Recognized Statistical Rating Organization (NRSRO), was established by Jules Kroll to restore trust in credit ratings by establishing new standards for assessing risk and by offering accurate, clear and transparent ratings. KBRA provides the investment community with an alternative by delivering ratings designed to meet the highest standards for accuracy and timeliness.",KBRA provides the investment community with an alternative by delivering ratings designed to meet the highest standards for accuracy and timeliness.,NA,Finance,,[],,2014-10-21 14:58:36.936276
kyruus,Kyruus,http://kyruus.com,2010,Boston,MA,us,02110,51-200,Private,Healthcare,Not reported by company,Business to Business,,"Kyruus takes a Big Data approach to addressing the need for better matching and management of providers across the healthcare system. Matching the right physician to the right research project, drug development initiative, clinical trial, or patient has been a data-poor exercise to date. We work with organizations and physicians to help solve these problems by leveraging the deluge of healthcare data that exists (ranging from the tens of thousands of public domain sources, to the siloed data repositories within healthcare organizations, to self-reported data from physicians themselves) to understand the distribution of value and risk across those networks through archetyping, benchmarking, and predictive analytics. 

<p>Our data-driven technology platform and products create information feedback loops that engage healthcare providers and administrators in targeted assessments of need and opportunity, as well as actionable workflow tools to drive optimization of performance and behavior.</p>","Kyruus provides Patient Access & Referral Management solutions enabling hospital systems to match patient demand to provider supply, engender patient retention, and maximize staff productivity.",NA,,,[],,2014-10-21 15:07:56.410544
lawdragon,Lawdragon,lawdragon.com,2005,New York,NY,us,10017,11-50,Private,Business & Legal Services,"Advertising, Data analysis for clients, Database licensing, Subscriptions",Business to Business,,"Lawdragon is a legal news website with an annual magazine that provides coverage of high-profile legal matters and the attorneys handling them. Our best-known editorial feature is the ""Lawdragon 500 Leading Lawyers,"" our annual lawyers-of-the-year guide that we believe is the most elite distinction in the profession. We also report on international justice developments and have done in-depth features on human rights cases in South Africa, the former Yugoslavia and Rwanda.

<p>Our site also offers a free database of lawyers that lets companies and individuals search for and fill out evaluations of legal professionals, and provides a platform for lawyers to promote their services. </p>

<p>We are also building a new site on legal education that will provide regular editorial coverage of law schools and a school-search function for prospective students that we will market as an alternative to the U.S. News & World Report rankings. This will also provide evaluations of schools and professors.</p>",Lawdragon provides legal news and information about lawyers and law schools to consumers and others who need high-quality information to make informed choices.,NA,,,[],"Lawdragon generates revenue from a multi-faceted business model which includes advertising sales, online profile placements and other services which support the legal community.  Much of this revenue is renewable annually.",2014-11-12 14:19:28.089577
legal-science-partners,Legal Science Partners,www.legalsciencepartners.net,2013,Narberth,PA,us,19072,51-200,Private,Business & Legal Services,"Data analysis for clients, Database licensing, Software licensing","Business to Business, Business to Government",,"LSP is a private company with a public mission: to increase public and professional access to legal information.  We are in the process of licensing our first product, LawAtlas: The Policy Surveillance Portal, to a new not-for-profit entity to be carried on as a public information service. LSP is moving into the professional legal information market, developing new statutory and regulatory products that deliver highly accurate coded legal data to lawyers and other policy professionals.","LSP uses scientific methods and its own copyrighted software to collect, code and publish statutory and regulatory legal information that is up-to-date, reliable and cost-efficient.",101+,,,[],"We are spin-off from Temple University and a Robert Wood Johnson Foundation National Program.  The Foundation's investmment in the original product, LawAtlas, was approximately $250,000, which produced a working policy surveillance portal. We are now in a social innovations incubator funded by the Bloomberg Foundation.",2014-11-12 14:51:31.971071
legcyte,(Leg)Cyte,http://www.legcyte.com,2006,Washington,DC,us,20005,NA,Public,Governance,Software licensing,,,"(Leg)Cyte provides tools for Congressional staffers, lobbyists and public policy stakeholders. Our tools save users valuable time by streamlining, simplifying and ensuring more accurate legislative analysis. We're making legislation simple and smart.",LegCyte leverages technology to make legislation easier to understand and generates legislative insight and analytics and makes information sharing simple.,NA,,,[],,2014-04-07 18:22:36.291277
legination-inc,"LegiNation, Inc.",http://www.billtrack50.com/,2011,Denver,CO,us,80203,1-10,Private,Governance,Subscriptions,Business to Consumer,,"LegiNation, Inc. was founded with the goal of making state level legislation more readily available to the professionals who need it, and even more importantly to the public at large. We are building products and websites to spark a renaissance in American politics, leveraging the internet to create the dialogue amongst our elected officials, legislative professionals, and everyday citizens.

<p>BillTrack50 is available for everyone to research state and federal legislation and legislators any time, for free. Our goal is to help people become informed about what their government is doing, and to connect with their representatives to offer their insights and knowledge where and when they are needed.</p>

<p>BillTrack50 also provides simple, elegant tools for tracking and sharing bills, as a subscription service. These tools are appropriate for professionals and organizations who need to keep on top of legislative developments, and keep others (and /or the public) informed about bills as they progress through the process.</p>","LegiNation, Inc was founded to make state level legislation more readily available to professionals who need it and, more importantly, to the public at large.",51-100,,,[],,2014-11-12 14:56:29.870850
legistorm,LegiStorm,http://www.legistorm.com/,2006,Washington,DC,us,20002,1-10,Private,Governance,Not reported by company,Business to Consumer,,"LegiStorm is a professional's answer to who's who on Capitol Hill. We provide detailed, up-to-date and accurate congressional staff contact information. We go beyond phone numbers and verified email addresses to provide government affairs, advocacy, media, and academic professionals with detailed background information on staffers including social media links, salary and employment history, educational history, privately funded travel disclosures and much more.","LegiStorm is an online source for Congressional staff salaries, financial disclosures, trips, gifts and earmarks.",NA,Government Operations,,[],,2014-10-21 15:15:57.963535
lenddo,Lenddo,https://www.lenddo.com/pages/what_is_lenddo/office,2011,,NY,us,,51-200,Private,Finance & Investment,Not reported by company,Business to Consumer,,"Lenddo is an online platform that helps the emerging middle class use their social connections to build their creditworthiness and access local financial services. By combining community-based microfinance techniques with social media data, Lenddo is pioneering a new approach to serve the underbanked. We believe that the willingness of your community to vouch for you, coupled with data about how you behave online, can unlock opportunities to access much-needed financial services.",Lenddo is an online platform that helps the emerging middle class use their social connections to build their creditworthiness and access local financial services.,NA,,,[],,2014-10-21 15:25:34.377275
lending-club,Lending Club,https://www.lendingclub.com,2006,San Francisco,CA,us,94105,"501-1,000",Private,Finance & Investment,Not reported by company,Business to Consumer,,"Lending Club was founded with the mission to create a more efficient alternative to the traditional banking system that provides lower rates to borrowers and better returns to investors. The company operates an online credit marketplace where investors provide loans to creditworthy borrowers in exchange for the interest income. Lending Club leverages technology to provide a simple, cost-efficient experience generating value that it passes on to customers. As of December 2013, more than $3 billion in loans have been issued to borrowers and nearly $300 million in interest payments have been returned to investors.",Lending Club is an online financial community that connects creditworthy borrowers to investors so both benefit financially - providing an alternative to bank lending.,101+,Finance,,[],,2014-10-21 15:33:00.798797
level-one-technologies,Level One Technologies,http://www.levelonetechnologies.com,1999,Maryland Heights,MO,us,63043,1-10,Private,Data/Technology,Not reported by company,Business to Business,,"Level One Technologies creates user friendly web applications that integrate with your existing software to extend their life and value. Our customers continue to use the software they've invested in, while experiencing the benefits of sharing information and interacting with their business partners over the web. The result is a more efficient work flow that avoids the hassle and expense of developing, implementing and learning new systems. Our applications are highly customizable and allow us to quickly adapt to meet your business needs.  

<p>Parrascope is a web based application designed by Level One Technologies that allows state agencies to manage and report their use of federal stimulus funds. This application is being co-developed and used by the Wyoming Department of Education. The initial version of the application was used to generate both monthly and quarterly ARRA reports. It has recently been expanded to include application and fund request functionality for the Education Jobs program.</p>",Level One Technologies develops powerful web based applications that help businesses become more efficient and profitable.,101+,,,[],,2014-11-12 15:34:16.362685
lexisnexis,LexisNexis,http://www.lexisnexis.com/en-us/home.page,1977,New York,NY,us,10017,"10,001+",Public,Business & Legal Services,Not reported by company,Business to Business,,"LexisNexis is a leading global provider of content-enabled workflow solutions designed specifically for professionals in the legal, risk management, corporate, government, law enforcement, accounting, and academic markets. Through the integration of information and technology, LexisNexis unites proprietary brands, advanced Web technologies and premium information sources. 

<p>To help customers in their own marketplace, LexisNexis offers Total Solutions - products and services to address specific customer needs in order to improve productivity, increase profitability and stimulate growth. Also, through risk and analytics solutions to assess risk, the company helps professionals verify identity, prevent fraud, comply with legislation, facilitate and secure commerce and support law enforcement and homeland security initiatives.</p>","LexisNexis is a provider of content-enabled workflow solutions designed for professionals in the legal, risk management, corporate, government, law enforcement, accounting, and academic markets.",101+,Demographics & Social,,[],,2014-10-21 15:49:52.818134
liberty-mutual-insurance-cos,Liberty Mutual Insurance Cos.,http://www.libertymutual.com,1912,Boston,MA,us,02116,"10,001+",Private,Insurance,Not reported by company,"Business to Business, Business to Consumer",,"Liberty Mutual Insurance Company provides insurance products and services for restaurants, hotels, manufacturing businesses, and individuals and their families. It offers its insurance through its call center, website, and representatives, as well as through independent agents/brokers and benefit consultants.","Liberty Mutual Insurance Company provides insurance products and services for restaurants, hotels, manufacturing businesses, and individuals and their families.",NA,,,[],,2014-10-21 15:53:01.436626
lilly-open-innovation-drug-discovery,Lilly Open Innovation Drug Discovery,https://openinnovation.lilly.com/dd/,1876,Indianapolis,IN,us,46285,NA,,Scientific Research,Not reported by company,Business to Business,,"By providing a platform for idea-sharing, Lilly Open Innovation Drug Discovery lowers the barrier for collaborations between investigators working inside and outside an organization. Lilly is dedicated to the goal of becoming part of a Fully Integrated Pharmaceutical Network (FIPNet). A key part of this transformation is to expand the level of collaborative research with universities, institutes, and biotech to fuel innovative discovery.

<p>We hope that investigators from all over the world will take advantage of this resource and that it will open new venues to test novel therapeutic hypotheses and deepen our understanding of complex biological systems.</p>","By providing a platform for idea-sharing, Lilly Open Innovation Drug Discovery lowers the barrier for collaborations between investigators working inside and outside an organization.",NA,,,[],,2014-10-21 16:09:30.014911
liquid-robotics,Liquid Robotics,http://liquidr.com,2007,Sunnyvale,CA,us,94089,51-200,Private,Geospatial/Mapping,Not reported by company,Business to Business,,"Liquid Robotics provides data services with Wave Glider, a marine robot that helps address climate change, national security, and offshore energy and resource management. The Wave Glider is changing both the economics and the technical envelope for ocean observation, data collection and communication. 

<p>Offering a platform for low-cost, persistent operations at sea, Liquid Robotics has attracted customers and users across its target markets in science, defense and oil & gas. Rather than spend $10K-$155K per day to operate an oceanographic vessel, customers can now launch an unmanned Wave Glider for months and up to a year of wide-ranging data collection. Leading organizations like the NOAA, BP and top oceanographic institutions have all adopted the Wave Glider for their unique mission requirements.</p>","Liquid Robotics provides data services with Wave Glider, a marine robot that helps address climate change, national security, and offshore energy and resource management.",NA,Geospatial/Mapping,,[],,2014-10-21 16:12:22.222234
locavore,Locavore,http://www.getlocavore.com,2009,Madison,WI,us,53703,1-10,Private,Food & Agriculture,Not reported by company,Business to Consumer,,"Locavore enables users to find local, in-season food at nearby farmers' markets and farms. Local Dirt brings the potential of streamlined agrisourcing to the local marketplace, capturing inefficiencies and producing results.","Locavore enables users to find local, in-season food at nearby farmers' markets and farms.",NA,"Agriculture & Food, Geospatial/Mapping",,[],,2014-10-21 16:15:58.492317
logixdata-llc,"LOGIXDATA, LLC",www.logixdata.com,2009,Sacramento,CA,us,95811,51-200,Private,Finance & Investment,Subscriptions,Business to Business,,LogixData is a platform provider for intelligence mined from the SEC filings. Our Artificial Engine algorithms converts the information found in over 400 SEC form types to actionable data.,LogixData provides actionable insight and intelligence on publicly traded companies.,NA,,,[],"Our revenues are obtained through subscription contracts with Public companies, Public accountants, Law firms and regulators. 
We are a organically built company with no external funding.
Our projected annual revenues are ~$2-$5M",2014-11-12 17:16:05.284669
loopnet,LoopNet,http://www.loopnet.com,1995,San Francisco,CA,us,94107,201-500,Public,Housing/Real Estate,Not reported by company,Business to Consumer,,"LoopNet enables users to search listings, research properties, and list availabilities for commercial real estate.","LoopNet enables users to search listings, research properties, and list availabilities for commercial real estate.",NA,,,[],,2014-10-23 14:17:56.611579
loqate-inc,"Loqate, Inc.",www.loqate.com,2009,San Mateo,CA,us,94404,11-50,Private,Geospatial/Mapping,"Software licensing, Subscriptions, User fees for web or mobile access",Business to Business,,"Loqate can power your applications with a combination of address capture, verification, and geocoding – all for 240+ countries.","Accurately Capture, Verify, and Geocode Any Address Worldwide",51-100,,,[],,2014-11-12 15:05:12.976893
loseitcom,LoseIt.com,http://loseit.com,2008,Boston,MA,us,02210,11-50,Private,Lifestyle & Consumer,Not reported by company,Business to Consumer,," Lose It! helps you make smart, healthy eating choices that still leave room for your favorite foods. Lose It! uses principles of weight loss (tracking and peer support) to help people manage their weight and improve their health.",Lose It! uses proven principles of weight loss (tracking and peer support) to help people manage their weight and improve their health.,NA,Agriculture & Food,,[],,2014-10-23 14:23:54.918929
loveland-technologies,LOVELAND Technologies,www.makeloveland.com,2010,Detroit,MI,us,48226,1-10,Private,Data/Technology,"Subscriptions, Special Projects","Business to Consumer, Business to Government, nonprofit",,"LOVELAND is based in Detroit, Michigan and the San Francisco Bay Area with a growing team dedicated to putting America online parcel by parcel. We work with governments, neighborhood groups, development, and conservation projects to gather and present public information about properties (the physical space and legal subdivisions that define the world) in clearer, more actionable ways.

We love helping people get on top of big problems like foreclosure prevention, blight identification and reduction, the reuse of vacant space, and the preservation of community assets.","Loveland Technologies is dedicated to putting America online, one parcel at a time.",51-100,,,[],,2014-11-20 14:54:22.438824
lucid,Lucid,http://www.luciddesigngroup.com,2004,Oakland,CA,us,94607,11-50,Private,Energy,"Software licensing, Subscriptions","Business to Government, ",,"Lucid is a software technology company that enables connected buildings. Lucid's BuildingOS integrates data from all systems, meters, and devices in commercial buildings into a single, modern platform with intuitive energy management tools that everybody can use. The cloud-based operating system connects with building automation systems, sub-meters, lighting controls and on-site generation, and accesses EPA emissions data, weather data, and Green Button data. BuildingOS has strong traction in large multi-site deployments in education, city government, Fortune 500, and healthcare. BuildingOS is becoming the default operating system for buildings because it is driving the industry in the direction of true interoperability, eliminating vendor fragmentation and reducing the cost of metering and systems integration. In 2004, Lucid pioneered the concept of real-time feedback on energy and water use delivered on the web with Building Dashboard. For more information, please visit http://www.luciddesigngroup.com.","Lucid's BuildingOS integrates data from systems, meters, and devices in commercial buildings into a single platform with intuitive energy management tools that everybody can use.",1-10,,,[],"We have 35 employees, raised $1.5M in capital and are breakeven.",2014-11-12 15:04:34.367256
lumesis-inc,"Lumesis, Inc.",www.lumesis.com,2010,Stamford,CT,us,06901,11-50,Private,Data/Technology,"Subscriptions, Software licensing, Data analysis for clients, Database licensing",,,"Founded in 2010, Lumesis Inc. is a financial technology company focused on providing business  efficiency, data and regulatory solutions for the Municipal marketplace under the DIVER brand. Providing access to hundreds of datasets, DIVER solutions leverage the most current economic and demographic data available from both public and private sources. Our solutions are tailored to address the unique needs of our clients comprised of  U.S. Banks, Broker/Dealers, Asset Managers, Insurance Companies, Hedge Funds and others.","Municipal Market Solutions Delivering Business
Efficiencies, Data and Regulatory Support",101+,,,[],,2014-06-30 12:26:44.783562
mango-transit,Mango Transit,http://www.windowsphone.com/en-us/store/app/mango-transit/34083d75-dca6-4631-99be-4f9a3813dd73,2011,Redmond,WA,us,,NA,Private,Geospatial/Mapping,Not reported by company,Business to Consumer,,Mango Transit is an advanced public transit app for Windows Phone powered by Bing and Nokia.,Mango Transit is an advanced public transit app for Windows Phone.,NA,,,[],,2014-10-23 14:27:00.747848
